date,datatype,station,attributes,value
2004-01-01T00:00:00,TAVG,GHCND:USR0000OCHL,",,U,",0.39226519337016574
2004-01-01T00:00:00,TAVG,GHCND:USR0000OZAL,",,U,",0.3793738489871087
2004-01-01T00:00:00,TAVG,GHCND:USW00004804,",,W,",0.48250460405156537
2004-01-01T00:00:00,TAVG,GHCND:USW00004842,",,W,",0.4622467771639043
2004-01-01T00:00:00,TAVG,GHCND:USW00004848,",,W,",0.44198895027624313
2004-01-01T00:00:00,TAVG,GHCND:USW00004851,",,W,",0.44198895027624313
2004-01-01T00:00:00,TAVG,GHCND:USW00004852,",,W,",0.4714548802946593
2004-01-01T00:00:00,TAVG,GHCND:USW00004853,",,W,",0.49171270718232046
2004-01-01T00:00:00,TAVG,GHCND:USW00004855,",,W,",0.4622467771639043
2004-01-01T00:00:00,TAVG,GHCND:USW00004857,",,W,",0.45119705340699817
2004-01-01T00:00:00,TAVG,GHCND:USW00004858,",,W,",0.48250460405156537
2004-01-01T00:00:00,TAVG,GHCND:USW00013841,",,W,",0.49171270718232046
2004-01-01T00:00:00,TAVG,GHCND:USW00014813,",,W,",0.44198895027624313
2004-01-01T00:00:00,TAVG,GHCND:USW00014820,",,W,",0.4622467771639043
2004-01-01T00:00:00,TAVG,GHCND:USW00014821,",,W,",0.49171270718232046
2004-01-01T00:00:00,TAVG,GHCND:USW00014825,",,W,",0.4622467771639043
2004-01-01T00:00:00,TAVG,GHCND:USW00014891,",,W,",0.4622467771639043
2004-01-01T00:00:00,TAVG,GHCND:USW00014895,",,W,",0.4622467771639043
2004-01-01T00:00:00,TAVG,GHCND:USW00053855,",,W,",0.48250460405156537
2004-01-01T00:00:00,TAVG,GHCND:USW00053859,",,W,",0.49171270718232046
2004-01-01T00:00:00,TAVG,GHCND:USW00093812,",,W,",0.5027624309392266
2004-01-01T00:00:00,TAVG,GHCND:USW00093815,",,W,",0.49171270718232046
2004-01-01T00:00:00,TAVG,GHCND:USW00093824,",,W,",0.49171270718232046
2004-01-01T00:00:00,TAVG,GHCND:USW00094830,",,W,",0.430939226519337
2004-01-02T00:00:00,TAVG,GHCND:USW00004804,",,W,",0.6151012891344383
2004-01-02T00:00:00,TAVG,GHCND:USW00004842,",,W,",0.5948434622467772
2004-01-02T00:00:00,TAVG,GHCND:USW00004848,",,W,",0.6261510128913443
